date,market,product,total_qty,total_amount,avg_price
2024-09-24,daejeon,오이,20950.0,86592890,4133.3
2024-09-24,daejeon,토마토,16200.0,37937400,2341.8
2024-09-24,daejeon,파프리카,7677.0,38279876,4986.3
2024-09-24,daejeon,포도,73323.0,310454100,4234.1
2024-09-24,garak,감귤,35363.4,218401900,6175.9
2024-09-24,garak,감자,215850.0,268367500,1243.3
2024-09-24,garak,깻잎,40092.8,445035060,11100.1
2024-09-24,garak,당근,212455.0,467553000,2200.7
2024-09-24,garak,대파,369105.0,837048700,2267.8
2024-09-24,garak,딸기,134.0,2364000,17641.8
2024-09-24,garak,마늘,10923.0,58541000,5359.4
2024-09-24,garak,무,922242.0,768436400,833.2
2024-09-24,garak,배추,532556.3,1071162950,2011.4
2024-09-24,garak,사과,80351.8,272988400,3397.4
2024-09-24,garak,상추,43715.6,696902100,15941.7
2024-09-24,garak,시금치,13810.0,159506280,11550.1
2024-09-24,garak,양배추,424426.0,257927000,607.7
2024-09-24,garak,양파,895716.0,961309150,1073.2
2024-09-24,garak,오이,216351.0,968801000,4477.9
2024-09-24,garak,토마토,163546.0,376457000,2301.8
2024-09-24,garak,파프리카,77364.4,367956500,4756.1
2024-09-24,garak,포도,285902.5,1283984500,4491.0
2024-09-24,national,감귤,165078.9,779258876,4720.5
2024-09-24,national,감자,599147.5,765392306,1277.5
2024-09-24,national,깻잎,83503.9,851575352,10198.0
2024-09-24,national,당근,473015.0,986902551,2086.4
2024-09-24,national,대파,795670.0,1928126824,2423.3
2024-09-24,national,딸기,234.0,3864000,16512.8
2024-09-24,national,마늘,88800.8,462301531,5206.1
2024-09-24,national,무,2015774.3,1854489566,920.0
2024-09-24,national,배추,1296557.3,2583901067,1992.9
2024-09-24,national,사과,1173559.3,3021553100,2574.7
2024-09-24,national,상추,129749.7,2008951055,15483.3
2024-09-24,national,시금치,20651.9,220258929,10665.3
2024-09-24,national,양배추,908949.0,605771891,666.5
2024-09-24,national,양파,1878582.1,2053335725,1093.0
2024-09-24,national,오이,460100.5,1711300632,3719.4
2024-09-24,national,토마토,362382.0,918458506,2534.5
2024-09-24,national,파프리카,132054.2,607078375,4597.2
2024-09-24,national,포도,1073674.6,4505371224,4196.2
2024-09-25,daejeon,감귤,22608.0,90160400,3988.0
2024-09-25,daejeon,감자,29250.0,42129700,1440.3
2024-09-25,daejeon,깻잎,4776.5,45250710,9473.6
2024-09-25,daejeon,당근,27600.0,40249400,1458.3
2024-09-25,daejeon,대파,56129.0,113745040,2026.5
2024-09-25,daejeon,마늘,19370.0,115305970,5952.8
2024-09-25,daejeon,무,98620.2,86507212,877.2
2024-09-25,daejeon,배추,94208.0,176787809,1876.6
2024-09-25,daejeon,사과,35142.0,100475100,2859.1
2024-09-25,daejeon,상추,9026.0,182286600,20195.7
2024-09-25,daejeon,시금치,653.0,10921688,16725.4
2024-09-25,daejeon,양배추,90325.0,49916500,552.6
2024-09-25,daejeon,양파,133497.0,161736950,1211.5
2024-09-25,daejeon,오이,17774.0,82495300,4641.3
2024-09-25,daejeon,토마토,13470.0,34284500,2545.2
2024-09-25,daejeon,파프리카,5321.5,21422726,4025.7
2024-09-25,daejeon,포도,84085.8,307606900,3658.3
2024-09-25,garak,감귤,36041.0,164316700,4559.2
2024-09-25,garak,감자,266140.0,342055000,1285.2
2024-09-25,garak,깻잎,37159.5,380318960,10234.8
2024-09-25,garak,당근,161180.0,309021000,1917.2
2024-09-25,garak,대파,363020.0,647403900,1783.4
2024-09-25,garak,딸기,110.0,462000,4200.0
2024-09-25,garak,마늘,7662.0,39184000,5114.1
2024-09-25,garak,무,810398.0,558631700,689.3
2024-09-25,garak,배추,538485.4,1133191014,2104.4
2024-09-25,garak,사과,150082.9,514923500,3430.9
2024-09-25,garak,상추,41046.0,805062800,19613.7
2024-09-25,garak,시금치,11653.6,148752200,12764.5
2024-09-25,garak,양배추,325076.0,271552700,835.4
2024-09-25,garak,양파,798786.0,877043700,1098.0
2024-09-25,garak,오이,185197.4,773805000,4178.3
2024-09-25,garak,토마토,157917.5,425293500,2693.1
2024-09-25,garak,파프리카,103149.0,433656000,4204.2
2024-09-25,garak,포도,317450.8,1301810500,4100.8
2024-09-25,national,감귤,192130.5,837779430,4360.5
2024-09-25,national,감자,619334.0,810664391,1308.9
2024-09-25,national,깻잎,78053.8,797806909,10221.2
2024-09-25,national,당근,424063.5,778049531,1834.7
2024-09-25,national,대파,814029.1,1583524461,1945.3
2024-09-25,national,딸기,3585.9,61374350,17115.5
2024-09-25,national,마늘,70233.0,363576419,5176.7
2024-09-25,national,무,1926592.5,1493945780,775.4
2024-09-25,national,배추,1390476.7,2640764400,1899.2
2024-09-25,national,사과,1381067.6,3629303300,2627.9
2024-09-25,national,상추,119159.7,2167282669,18188.1
2024-09-25,national,시금치,18389.0,212298698,11544.9
2024-09-25,national,양배추,822583.5,606960273,737.9
2024-09-25,national,양파,1839567.5,2043281270,1110.7
2024-09-25,national,오이,405364.4,1632351411,4026.9
2024-09-25,national,토마토,351508.5,1076381647,3062.2
2024-09-25,national,파프리카,159204.8,674231256,4235.0
2024-09-25,national,포도,1209761.9,4804757396,3971.7
2024-09-26,daejeon,감귤,20663.0,78274300,3788.1
2024-09-26,daejeon,감자,19480.0,23887400,1226.3
2024-09-26,daejeon,깻잎,5108.6,47636133,9324.7
2024-09-26,daejeon,당근,14690.0,15326300,1043.3
2024-09-26,daejeon,대파,56264.0,97304430,1729.4
2024-09-26,daejeon,마늘,24276.0,131462500,5415.3
2024-09-26,daejeon,무,98795.5,100449880,1016.7
2024-09-26,daejeon,배추,78402.0,128892140,1644.0
2024-09-26,daejeon,사과,37008.0,102019300,2756.7
2024-09-26,daejeon,상추,8766.5,160379575,18294.6
2024-09-26,daejeon,시금치,841.0,10351079,12308.1
2024-09-26,daejeon,양배추,85269.0,46616732,546.7
2024-09-26,daejeon,양파,193305.0,224491600,1161.3
2024-09-26,daejeon,오이,16248.0,65964055,4059.8
2024-09-26,daejeon,토마토,10445.0,30495200,2919.6
2024-09-26,daejeon,파프리카,3552.5,12505603,3520.2
2024-09-26,daejeon,포도,82166.3,288176100,3507.2
2024-09-26,garak,감귤,35933.0,186643600,5194.2
2024-09-26,garak,감자,254107.0,343623500,1352.3
2024-09-26,garak,깻잎,34502.6,377153785,10931.2
2024-09-26,garak,당근,129360.0,293605000,2269.7
2024-09-26,garak,대파,319010.0,559426400,1753.6
2024-09-26,garak,딸기,20.0,262000,13100.0
2024-09-26,garak,마늘,7648.0,40973000,5357.3
2024-09-26,garak,무,936170.0,603044900,644.2
2024-09-26,garak,배추,655082.7,1095552950,1672.4
2024-09-26,garak,사과,173061.3,603481500,3487.1
2024-09-26,garak,상추,44960.0,759236900,16886.9
2024-09-26,garak,시금치,12072.0,139823500,11582.5
2024-09-26,garak,양배추,302672.0,254090400,839.5
2024-09-26,garak,양파,857617.0,918033550,1070.4
2024-09-26,garak,오이,171880.3,761836500,4432.4
2024-09-26,garak,토마토,114897.0,369090500,3212.4
2024-09-26,garak,파프리카,123039.9,378839000,3079.0
2024-09-26,garak,포도,314375.1,1198096000,3811.0
2024-09-26,national,감귤,176354.3,792846010,4495.8
2024-09-26,national,감자,632253.0,818399787,1294.4
2024-09-26,national,깻잎,70946.3,762280582,10744.5
2024-09-26,national,당근,395176.5,833710759,2109.7
2024-09-26,national,대파,755515.8,1365901632,1807.9
2024-09-26,national,딸기,20.0,262000,13100.0
2024-09-26,national,마늘,96139.3,504692859,5249.6
2024-09-26,national,무,1888423.2,1365347834,723.0
2024-09-26,national,배추,1377719.4,2267554448,1645.9
2024-09-26,national,사과,1514971.5,3838885900,2534.0
2024-09-26,national,상추,119556.4,2095610358,17528.2
2024-09-26,national,시금치,18197.4,196991772,10825.3
2024-09-26,national,양배추,779570.0,565003024,724.8
2024-09-26,national,양파,2315571.5,2512184415,1084.9
2024-09-26,national,오이,368778.9,1529096477,4146.4
2024-09-26,national,토마토,263182.0,914939820,3476.5
2024-09-26,national,파프리카,167581.8,547413907,3266.5
2024-09-26,national,포도,1224729.8,4558672476,3722.2
2024-09-27,daejeon,감귤,21826.0,71925100,3295.4
2024-09-27,daejeon,감자,31670.0,40323400,1273.2
2024-09-27,daejeon,깻잎,5434.0,56798400,10452.4
2024-09-27,daejeon,당근,18000.0,28796200,1599.8
2024-09-27,daejeon,대파,55248.0,88508430,1602.0
2024-09-27,daejeon,마늘,26083.0,145352720,5572.7
2024-09-27,daejeon,무,111482.4,105597824,947.2
2024-09-27,daejeon,배추,83669.2,137224500,1640.1
2024-09-27,daejeon,사과,43431.0,109017700,2510.1
2024-09-27,daejeon,상추,10351.5,204677804,19772.8
2024-09-27,daejeon,시금치,844.5,10496988,12429.8
2024-09-27,daejeon,양배추,79280.0,43499925,548.7
2024-09-27,daejeon,양파,172739.0,179698970,1040.3
2024-09-27,daejeon,오이,18791.0,88203665,4693.9
2024-09-27,daejeon,토마토,8020.0,28451500,3547.6
2024-09-27,daejeon,파프리카,11175.0,39937866,3573.9
2024-09-27,daejeon,포도,77833.0,262466100,3372.2
2024-09-27,garak,감귤,42944.0,185905700,4329.0
2024-09-27,garak,감자,339034.0,437806500,1291.3
2024-09-27,garak,깻잎,31364.4,455617840,14526.6
2024-09-27,garak,당근,170750.0,351428500,2058.1
2024-09-27,garak,대파,341300.0,536286200,1571.3
2024-09-27,garak,딸기,70.0,340000,4857.1
2024-09-27,garak,마늘,7733.0,41355000,5347.9
2024-09-27,garak,무,678398.0,451345400,665.3
2024-09-27,garak,배추,626772.7,1041991050,1662.5
2024-09-27,garak,사과,160559.8,490010500,3051.9
2024-09-27,garak,상추,49342.0,945605700,19164.3
2024-09-27,garak,시금치,14425.0,145771500,10105.5
2024-09-27,garak,양배추,285986.0,282499500,987.8
2024-09-27,garak,양파,804595.0,820869300,1020.2
2024-09-27,garak,오이,167722.0,822316500,4902.9
2024-09-27,garak,토마토,146680.0,469894000,3203.5
2024-09-27,garak,파프리카,112874.9,359898500,3188.5
2024-09-27,garak,포도,326630.6,1179063000,3609.8
2024-09-27,national,감귤,247488.5,946410124,3824.1
2024-09-27,national,감자,822988.0,1055509611,1282.5
2024-09-27,national,깻잎,72246.5,953614964,13199.5
2024-09-27,national,당근,385461.0,827973710,2148.0
2024-09-27,national,대파,774327.6,1276926235,1649.1
2024-09-27,national,딸기,341.0,2875000,8431.1
2024-09-27,national,마늘,117985.1,685791983,5812.5
2024-09-27,national,무,1579050.8,1154286270,731.0
2024-09-27,national,배추,1286492.8,2138215799,1662.1
2024-09-27,national,사과,1489939.2,3625951280,2433.6
2024-09-27,national,상추,132265.8,2557347932,19334.9
2024-09-27,national,시금치,21861.7,208752335,9548.8
2024-09-27,national,양배추,765899.0,613160061,800.6
2024-09-27,national,양파,2168169.0,2275925809,1049.7
2024-09-27,national,오이,383159.2,1750133357,4567.6
2024-09-27,national,토마토,261575.0,928019960,3547.8
2024-09-27,national,파프리카,191380.4,631231802,3298.3
2024-09-27,national,포도,1235293.3,4395508805,3558.3
2024-09-28,daejeon,감귤,33167.0,86272500,2601.2
2024-09-28,daejeon,감자,18510.0,20623600,1114.2
2024-09-28,daejeon,깻잎,6375.7,62152205,9748.3
2024-09-28,daejeon,당근,21100.0,41568500,1970.1
2024-09-28,daejeon,대파,61456.0,87641460,1426.1
2024-09-28,daejeon,마늘,19988.0,108802210,5443.4
2024-09-28,daejeon,무,100540.2,95516298,950.0
2024-09-28,daejeon,배추,49331.0,70819190,1435.6
2024-09-28,daejeon,사과,33230.0,80525100,2423.3
2024-09-28,daejeon,상추,9522.0,187419268,19682.8
2024-09-28,daejeon,시금치,770.0,8474281,11005.6
2024-09-28,daejeon,양배추,58670.0,31422400,535.6
2024-09-28,daejeon,양파,133557.0,141492400,1059.4
2024-09-28,daejeon,오이,14975.0,83139825,5551.9
2024-09-28,daejeon,토마토,14810.0,50840800,3432.9
2024-09-28,daejeon,파프리카,4860.0,14409269,2964.9
2024-09-28,daejeon,포도,75610.0,256742600,3395.6
2024-09-28,garak,감귤,59893.5,217578600,3632.8
2024-09-28,garak,감자,293760.0,340572500,1159.4
2024-09-28,garak,깻잎,38400.9,582473450,15168.2
2024-09-28,garak,당근,107380.0,187593000,1747.0
2024-09-28,garak,대파,335740.0,588718300,1753.5
2024-09-28,garak,딸기,125.0,3500000,28000.0
2024-09-28,garak,마늘,7375.0,39838600,5401.8
2024-09-28,garak,무,636502.0,411630400,646.7
2024-09-28,garak,배추,474834.3,719080600,1514.4
2024-09-28,garak,사과,70302.9,184621600,2626.1
2024-09-28,garak,상추,53495.0,1028621800,19228.4
2024-09-28,garak,시금치,13988.0,136161100,9734.1
2024-09-28,garak,양배추,435896.0,324162200,743.7
2024-09-28,garak,양파,634730.0,639487450,1007.5
2024-09-28,garak,오이,164650.1,991303500,6020.7
2024-09-28,garak,토마토,116523.0,374658500,3215.3
2024-09-28,garak,파프리카,68380.8,217608000,3182.3
2024-09-28,garak,포도,307910.9,1035228000,3362.1
2024-09-28,national,감귤,293168.5,970576900,3310.6
2024-09-28,national,감자,593414.5,712358887,1200.4
2024-09-28,national,깻잎,82546.5,1143774423,13856.1
2024-09-28,national,당근,220869.2,388981310,1761.1
2024-09-28,national,대파,719557.9,1222568912,1699.1
2024-09-28,national,딸기,125.0,3500000,28000.0
2024-09-28,national,마늘,70000.6,365947794,5227.8
2024-09-28,national,무,1277442.8,892351842,698.5
2024-09-28,national,배추,959352.2,1493468471,1556.7
2024-09-28,national,사과,728839.1,1718711340,2358.1
2024-09-28,national,상추,142156.1,2776455091,19531.0
2024-09-28,national,시금치,22804.6,213384583,9357.1
2024-09-28,national,양배추,779048.1,546896596,702.0
2024-09-28,national,양파,1422238.0,1455348207,1023.3
2024-09-28,national,오이,387593.9,1930635734,4981.1
2024-09-28,national,토마토,253206.0,936427670,3698.3
2024-09-28,national,파프리카,116087.0,368859711,3177.4
2024-09-28,national,포도,1177104.1,4001441638,3399.4
2024-09-30,daejeon,감귤,45402.0,116460600,2565.1
2024-09-30,daejeon,감자,43950.0,55685900,1267.0
2024-09-30,daejeon,깻잎,7139.3,69478970,9731.9
2024-09-30,daejeon,당근,26560.0,47615300,1792.7
2024-09-30,daejeon,대파,43418.0,82931600,1910.1
2024-09-30,daejeon,마늘,1268.0,4284920,3379.3
2024-09-30,daejeon,무,114240.1,115264649,1009.0
2024-09-30,daejeon,배추,91591.0,141110535,1540.7
2024-09-30,daejeon,사과,38524.0,95869600,2488.6
2024-09-30,daejeon,상추,13066.5,251982519,19284.6
2024-09-30,daejeon,시금치,1016.0,12082066,11891.8
2024-09-30,daejeon,양배추,82002.0,45969196,560.6
2024-09-30,daejeon,양파,189880.0,186984670,984.8
2024-09-30,daejeon,오이,28705.0,157144470,5474.5
2024-09-30,daejeon,토마토,14230.0,55052600,3868.8
2024-09-30,daejeon,파프리카,9350.5,41206474,4406.9
2024-09-30,daejeon,포도,81712.0,277612200,3397.4
2024-09-30,garak,감귤,110123.0,352215700,3198.4
2024-09-30,garak,감자,336710.0,364510000,1082.6
2024-09-30,garak,깻잎,53047.4,658313830,12409.9
2024-09-30,garak,당근,198877.0,406537000,2044.2
2024-09-30,garak,대파,372293.0,586633040,1575.7
2024-09-30,garak,딸기,20.0,84000,4200.0
2024-09-30,garak,마늘,8600.0,46235000,5376.2
2024-09-30,garak,무,779104.0,566405700,727.0
2024-09-30,garak,배추,470922.3,858678900,1823.4
2024-09-30,garak,사과,174687.6,545500800,3122.7
2024-09-30,garak,상추,51389.0,993563800,19334.2
2024-09-30,garak,시금치,18257.8,175804280,9629.0
2024-09-30,garak,양배추,365354.0,324531000,888.3
2024-09-30,garak,양파,1051657.0,1040275000,989.2
2024-09-30,garak,오이,256192.0,1473214500,5750.4
2024-09-30,garak,토마토,147927.0,501017500,3386.9
2024-09-30,garak,파프리카,63878.7,266338000,4169.4
2024-09-30,garak,포도,301519.9,1053243000,3493.1
2024-09-30,national,감귤,534411.0,1549803452,2900.0
2024-09-30,national,감자,944389.0,1094566015,1159.0
2024-09-30,national,깻잎,113903.5,1360195935,11941.7
2024-09-30,national,당근,443991.0,994258314,2239.4
2024-09-30,national,대파,772468.0,1280771975,1658.0
2024-09-30,national,딸기,20.0,84000,4200.0
2024-09-30,national,마늘,93630.9,502014157,5361.6
2024-09-30,national,무,1803512.5,1414354646,784.2
2024-09-30,national,배추,1218590.6,2133582803,1750.9
2024-09-30,national,사과,1888290.5,4626508300,2450.1
2024-09-30,national,상추,152035.8,2930003546,19271.8
2024-09-30,national,시금치,29156.1,256092936,8783.5
2024-09-30,national,양배추,867514.9,668007946,770.0
2024-09-30,national,양파,2440477.9,2420136295,991.7
2024-09-30,national,오이,617040.6,3057954368,4955.8
2024-09-30,national,토마토,296624.0,1154336459,3891.6
2024-09-30,national,파프리카,148497.3,550402409,3706.5
2024-09-30,national,포도,1303374.5,4446293790,3411.4
2024-10-01,daejeon,감귤,49642.5,116785200,2352.5
2024-10-01,daejeon,감자,33460.0,47356100,1415.3
2024-10-01,daejeon,깻잎,5072.5,53982374,10642.2
2024-10-01,daejeon,당근,34000.0,62732000,1845.1
2024-10-01,daejeon,대파,46690.0,91390360,1957.4
2024-10-01,daejeon,마늘,11691.5,62138160,5314.8
2024-10-01,daejeon,무,131611.6,123599484,939.1
2024-10-01,daejeon,배추,49745.8,93291972,1875.4
2024-10-01,daejeon,사과,30090.0,82569100,2744.1
2024-10-01,daejeon,상추,11284.7,210592100,18661.7
2024-10-01,daejeon,시금치,1145.0,10029750,8759.6
2024-10-01,daejeon,양배추,69630.0,35698694,512.7
2024-10-01,daejeon,양파,194961.0,185242500,950.2
2024-10-01,daejeon,오이,19471.0,97963370,5031.2
2024-10-01,daejeon,토마토,6550.0,26263200,4009.6
2024-10-01,daejeon,파프리카,4070.5,17134620,4209.5
2024-10-01,daejeon,포도,79636.0,263648800,3310.7
2024-10-01,garak,감귤,91638.0,243951800,2662.1
2024-10-01,garak,감자,311395.0,329225500,1057.3
2024-10-01,garak,깻잎,39280.6,480410585,12230.2
2024-10-01,garak,당근,196380.0,419812500,2137.8
2024-10-01,garak,대파,342530.0,451805000,1319.0
2024-10-01,garak,딸기,50.0,213000,4260.0
2024-10-01,garak,마늘,8442.0,44906800,5319.5
2024-10-01,garak,무,561432.0,500447900,891.4
2024-10-01,garak,배추,380677.0,800929475,2104.0
2024-10-01,garak,사과,142207.2,428291900,3011.7
2024-10-01,garak,상추,46802.0,865973800,18502.9
2024-10-01,garak,시금치,15624.0,122251800,7824.6
2024-10-01,garak,양배추,389800.0,273250200,701.0
2024-10-01,garak,양파,718007.0,687518650,957.5
2024-10-01,garak,오이,181075.0,896103800,4948.8
2024-10-01,garak,토마토,74710.0,311534500,4169.9
2024-10-01,garak,파프리카,58971.0,290221000,4921.4
2024-10-01,garak,포도,282986.7,978519000,3457.8
2024-10-01,national,감귤,454821.2,1197150400,2632.1
2024-10-01,national,감자,808983.0,914229575,1130.1
2024-10-01,national,깻잎,82331.9,966942528,11744.4
2024-10-01,national,당근,415409.5,810621492,1951.4
2024-10-01,national,대파,716052.0,1072395384,1497.7
2024-10-01,national,딸기,150.0,1863000,12420.0
2024-10-01,national,마늘,97918.2,567316935,5793.8
2024-10-01,national,무,1388149.1,1180450548,850.4
2024-10-01,national,배추,965261.9,1777999576,1842.0
2024-10-01,national,사과,1536478.2,3589015250,2335.9
2024-10-01,national,상추,133452.2,2509079450,18801.3
2024-10-01,national,시금치,26531.2,187773575,7077.5
2024-10-01,national,양배추,1003273.1,763066726,760.6
2024-10-01,national,양파,1887229.5,1846256440,978.3
2024-10-01,national,오이,415241.2,1873293192,4511.3
2024-10-01,national,토마토,142333.0,613341100,4309.2
2024-10-01,national,파프리카,94304.0,420017724,4453.9
2024-10-01,national,포도,1188239.2,3932496970,3309.5
2024-10-02,daejeon,감귤,32082.0,78037600,2432.4
2024-10-02,daejeon,감자,41360.0,57247200,1384.1
2024-10-02,daejeon,깻잎,5200.9,60024930,11541.3
2024-10-02,daejeon,당근,18270.0,32811000,1795.9
2024-10-02,daejeon,대파,44288.0,89794420,2027.5
2024-10-02,daejeon,마늘,42791.0,250935640,5864.2
2024-10-02,daejeon,무,120705.0,113352800,939.1
2024-10-02,daejeon,배추,79466.5,134931404,1698.0
2024-10-02,daejeon,사과,31315.0,91868200,2933.7
2024-10-02,daejeon,상추,9932.0,198154580,19951.1
2024-10-02,daejeon,시금치,992.5,9874618,9949.2
2024-10-02,daejeon,양배추,71265.0,38412472,539.0
2024-10-02,daejeon,양파,84411.0,78205800,926.5
2024-10-02,daejeon,오이,25788.0,107230915,4158.2
2024-10-02,daejeon,토마토,8155.0,35145300,4309.7
2024-10-02,daejeon,파프리카,7181.0,29635078,4126.9
2024-10-02,daejeon,포도,74109.5,243988800,3292.3
2024-10-02,garak,감귤,83925.9,230049700,2741.1
2024-10-02,garak,감자,225285.0,235954500,1047.4
2024-10-02,garak,깻잎,37678.0,463214830,12294.0
2024-10-02,garak,당근,161260.0,331950500,2058.5
2024-10-02,garak,대파,298490.0,399979300,1340.0
2024-10-02,garak,딸기,80.0,384000,4800.0
2024-10-02,garak,마늘,7832.0,42030400,5366.5
2024-10-02,garak,무,512030.0,518515100,1012.7
2024-10-02,garak,배추,357968.8,803062900,2243.4
2024-10-02,garak,사과,97286.0,360768500,3708.3
2024-10-02,garak,상추,46698.0,838548350,17956.8
2024-10-02,garak,시금치,14881.0,117816700,7917.3
2024-10-02,garak,양배추,334872.0,283132100,845.5
2024-10-02,garak,양파,835729.0,791993500,947.7
2024-10-02,garak,오이,223736.0,857280500,3831.7
2024-10-02,garak,토마토,76805.0,431596000,5619.4
2024-10-02,garak,파프리카,96139.0,374852000,3899.1
2024-10-02,garak,포도,300343.6,1117489500,3720.7
2024-10-02,national,감귤,502502.8,1327148298,2641.1
2024-10-02,national,감자,685276.0,760793798,1110.2
2024-10-02,national,깻잎,82651.5,985217300,11920.1
2024-10-02,national,당근,381476.0,741218158,1943.0
2024-10-02,national,대파,658227.9,1037728375,1576.5
2024-10-02,national,딸기,80.0,384000,4800.0
2024-10-02,national,마늘,151898.6,805749709,5304.5
2024-10-02,national,무,1223375.0,1148694525,939.0
2024-10-02,national,배추,825338.3,1660994640,2012.5
2024-10-02,national,사과,1233308.1,3204691470,2598.5
2024-10-02,national,상추,130358.5,2438269442,18704.3
2024-10-02,national,시금치,25812.9,188678377,7309.5
2024-10-02,national,양배추,778177.6,581200813,746.9
2024-10-02,national,양파,1787670.4,1726611843,965.8
2024-10-02,national,오이,534284.1,2019380758,3779.6
2024-10-02,national,토마토,158390.0,858890570,5422.6
2024-10-02,national,파프리카,149182.3,571002546,3827.5
2024-10-02,national,포도,1182432.2,3997681640,3380.9
2024-10-03,daejeon,감귤,37537.5,93529700,2491.6
2024-10-03,daejeon,감자,41620.0,55135300,1324.7
2024-10-03,daejeon,깻잎,5830.2,72788260,12484.7
2024-10-03,daejeon,당근,36200.0,72309000,1997.5
2024-10-03,daejeon,대파,49944.0,104772990,2097.8
2024-10-03,daejeon,마늘,18566.0,98232720,5291.0
2024-10-03,daejeon,무,112150.2,111305298,992.5
2024-10-03,daejeon,배추,75701.5,122567500,1619.1
2024-10-03,daejeon,사과,24728.0,85957700,3476.1
2024-10-03,daejeon,상추,10543.4,197356050,18718.4
2024-10-03,daejeon,시금치,920.0,9487180,10312.2
2024-10-03,daejeon,양배추,45680.0,32684290,715.5
2024-10-03,daejeon,양파,140637.0,133018300,945.8
2024-10-03,daejeon,오이,23242.0,88850880,3822.9
2024-10-03,daejeon,토마토,5085.0,27334200,5375.5
2024-10-03,daejeon,파프리카,2807.0,13310440,4741.9
2024-10-03,daejeon,포도,66993.5,218751400,3265.3
2024-10-03,garak,감귤,99030.7,273384300,2760.6
2024-10-03,garak,감자,248820.0,260467500,1046.8
2024-10-03,garak,깻잎,35386.6,477249530,13486.7
2024-10-03,garak,당근,156150.0,293511300,1879.7
2024-10-03,garak,대파,289600.0,478460100,1652.1
2024-10-03,garak,딸기,60.0,252000,4200.0
2024-10-03,garak,마늘,7261.0,40776600,5615.8
2024-10-03,garak,무,541540.0,557610400,1029.7
2024-10-03,garak,배추,405948.2,966746725,2381.5
2024-10-03,garak,사과,117880.0,401136500,3402.9
2024-10-03,garak,상추,49973.5,921928400,18448.3
2024-10-03,garak,시금치,17419.0,131245900,7534.6
2024-10-03,garak,양배추,319616.0,289186300,904.8
2024-10-03,garak,양파,461860.0,447519450,969.0
2024-10-03,garak,오이,210781.6,788574500,3741.2
2024-10-03,garak,토마토,51265.0,364981000,7119.5
2024-10-03,garak,파프리카,83298.9,333806000,4007.3
2024-10-03,garak,포도,277800.9,996190500,3586.0
2024-10-03,national,감귤,480567.7,1177335800,2449.9
2024-10-03,national,감자,730186.5,808493443,1107.2
2024-10-03,national,깻잎,75083.7,948858481,12637.3
2024-10-03,national,당근,367210.0,701800282,1911.2
2024-10-03,national,대파,654152.8,1156703818,1768.2
2024-10-03,national,딸기,60.0,252000,4200.0
2024-10-03,national,마늘,90502.6,456752207,5046.8
2024-10-03,national,무,1440611.3,1396052943,969.1
2024-10-03,national,배추,919641.0,1960619929,2131.9
2024-10-03,national,사과,1055764.4,2905891060,2752.4
2024-10-03,national,상추,129504.0,2433332011,18789.6
2024-10-03,national,시금치,28307.5,199216558,7037.6
2024-10-03,national,양배추,725361.1,581120205,801.1
2024-10-03,national,양파,1325862.1,1307872321,986.4
2024-10-03,national,오이,512073.6,1790396918,3496.4
2024-10-03,national,토마토,106254.0,671544150,6320.2
2024-10-03,national,파프리카,120136.4,467844879,3894.3
2024-10-03,national,포도,1047558.4,3474064480,3316.3
2024-10-04,daejeon,감귤,42500.0,117176600,2757.1
2024-10-04,daejeon,감자,18360.0,20970900,1142.2
2024-10-04,daejeon,깻잎,5088.7,70604770,13874.8
2024-10-04,daejeon,당근,22200.0,21282500,958.7
2024-10-04,daejeon,대파,49572.0,106891980,2156.3
2024-10-04,daejeon,마늘,33980.0,192648550,5669.5
2024-10-04,daejeon,무,73900.6,79562754,1076.6
2024-10-04,daejeon,배추,51753.0,107174377,2070.9
2024-10-04,daejeon,사과,24160.0,83564300,3458.8
2024-10-04,daejeon,상추,9008.5,176567300,19600.1
2024-10-04,daejeon,시금치,1377.0,14557016,10571.5
2024-10-04,daejeon,양배추,57566.0,41205950,715.8
2024-10-04,daejeon,양파,100912.0,107440400,1064.7
2024-10-04,daejeon,오이,20045.0,81006101,4041.2
2024-10-04,daejeon,토마토,3165.0,20562900,6497.0
2024-10-04,daejeon,파프리카,2753.0,11728930,4260.4
2024-10-04,daejeon,포도,60358.0,205149800,3398.9
2024-10-04,garak,감귤,120479.7,296830400,2463.7
2024-10-04,garak,감자,222498.0,231430000,1040.1
2024-10-04,garak,깻잎,32426.6,492289620,15181.7
2024-10-04,garak,당근,141260.0,251648100,1781.5
2024-10-04,garak,대파,298360.0,576051300,1930.7
2024-10-04,garak,딸기,130.0,3420000,26307.7
2024-10-04,garak,마늘,14170.0,75576000,5333.5
2024-10-04,garak,무,748112.0,684475100,914.9
2024-10-04,garak,배추,472210.3,972209750,2058.8
2024-10-04,garak,사과,99093.0,351971500,3551.9
2024-10-04,garak,상추,48006.0,893254900,18607.2
2024-10-04,garak,시금치,18050.0,152356380,8440.8
2024-10-04,garak,양배추,321712.0,272107900,845.8
2024-10-04,garak,양파,653161.0,652820500,999.5
2024-10-04,garak,오이,196893.0,779215500,3957.6
2024-10-04,garak,토마토,84980.0,704379000,8288.8
2024-10-04,garak,파프리카,74726.2,285814500,3824.8
2024-10-04,garak,포도,267546.9,1008264500,3768.6
2024-10-04,national,감귤,562685.5,1375474950,2444.5
2024-10-04,national,감자,652299.0,720034302,1103.8
